chargeback_id,chargeback_ref,transaction_id,customer_id,merchant_id,chargeback_date,chargeback_amount,chargeback_reason,dispute_status,resolution_date
1055,CB_58542,58542,4272,1167,2025-08-07,17.93,duplicate_processing,open,2025-08-03
1057,CB_58742,58742,1803,198,2026-03-29,4.31,duplicate_processing,lost,2026-04-08
1058,CB_58778,58778,3267,767,2025-12-13,92.15,duplicate_processing,lost,2026-01-26
1059,CB_58827,58827,1867,112,2025-08-07,492.79,fraud,lost,
1062,CB_59018,59018,6354,223,2025-11-07,468.62,fraud,open,2025-11-20
1063,CB_59074,59074,4599,379,2025-09-17,73.11,authorization_issue,lost,2025-09-11
1064,CB_59097,59097,6574,150,2025-09-08,4.94,service_not_received,lost,2025-09-11
1065,CB_59159,59159,1981,93,2025-08-03,214.28,duplicate_processing,won,2025-07-29
1066,CB_59238,59238,5699,67,2025-11-25,473.51,service_not_received,open,
1067,CB_59254,59254,7281,550,2026-04-03,73.66,fraud,closed,
1068,CB_59300,59300,4488,306,2026-04-26,463.2,authorization_issue,won,2026-04-26
1069,CB_59308,59308,9678,271,2026-02-09,251.81,fraud,closed,2026-04-14
1070,CB_59402,59402,9652,1039,2026-04-23,84.72,duplicate_processing,lost,
1071,CB_59436,59436,8090,419,2025-10-30,4.59,duplicate_processing,won,2025-11-01
1072,CB_59439,59439,2168,160,2025-08-29,4.82,service_not_received,open,2025-08-06
1073,CB_59449,59449,4586,369,2025-09-20,483.33,authorization_issue,open,2025-10-14
1074,CB_59587,59587,4355,397,2025-07-04,4.19,service_not_received,open,
1075,CB_59611,59611,9495,555,2025-07-22,61.08,authorization_issue,closed,2025-07-17
1078,CB_59677,59677,7451,677,2025-05-20,72.24,duplicate_processing,lost,
1081,CB_59798,59798,3807,259,2025-08-19,27.97,service_not_received,closed,2025-09-27
1082,CB_59813,59813,5579,885,2025-06-11,30.06,fraud,closed,2025-07-13
1083,CB_59845,59845,6909,127,2025-12-01,82.61,service_not_received,closed,2025-11-13
1084,CB_59846,59846,6529,918,2025-12-17,72.18,service_not_received,won,2026-02-13
1085,CB_60027,60027,8377,1045,2025-12-13,243.83,service_not_received,lost,
1088,CB_60052,60052,7585,1197,2025-08-29,68.27,duplicate_processing,open,2025-08-18
1090,CB_60161,60161,1591,294,2026-03-31,46.66,fraud,won,2026-04-27
1092,CB_60291,60291,6947,33,2026-04-12,57.71,duplicate_processing,won,2026-06-17
1093,CB_60430,60430,9622,40,2026-06-01,37.61,service_not_received,open,
1094,CB_60462,60462,7935,424,2026-02-10,91.19,authorization_issue,open,2026-01-21
1095,CB_60543,60543,7249,141,2025-11-29,282.14,service_not_received,lost,
1096,CB_60617,60617,1557,701,2026-03-25,83.14,service_not_received,won,
1097,CB_60636,60636,9390,310,2025-10-15,43.08,fraud,open,2025-10-12
1098,CB_60647,60647,4752,179,2026-01-09,46.47,fraud,open,2026-01-08
1099,CB_60659,60659,4958,580,2026-03-06,53.57,fraud,closed,
1100,CB_60712,60712,5143,682,2025-12-01,96.44,authorization_issue,won,2026-02-21
1101,CB_60718,60718,3211,1113,2025-12-14,13.6,fraud,closed,2025-11-15
1102,CB_60726,60726,504,806,2026-04-22,85.96,service_not_received,lost,
1103,CB_60740,60740,5347,342,2025-05-03,31.62,fraud,closed,2025-04-25
1104,CB_60807,60807,6525,194,2026-05-14,475.76,service_not_received,open,
1106,CB_60920,60920,4616,64,2025-12-05,9.61,service_not_received,closed,2025-11-07
1108,CB_61283,61283,5210,91,2026-02-12,38.98,fraud,lost,2026-03-06
1109,CB_61292,61292,8800,946,2025-11-13,46.59,authorization_issue,open,2025-12-15
1110,CB_61323,61323,3734,1198,2026-04-17,76.29,service_not_received,closed,
1056,CB_58571,951056,642,1020,2026-01-10,87.05,authorization_issue,open,2026-02-04
1087,CB_60045,60045,9290,323,2025-09-11,289.7,duplicate_processing ,open,2025-10-21
1054,CB_58533,58533,9047,1117,2026-03-28,-16.03,authorization_issue,lost,2026-06-01
1061,CB_58981,58981,3845,178,2026-01-29,29.9,fraud,won,
1089,CB_60130,60130,7017,254,2025-10-07,1574.12,duplicate_processing,open,2025-09-16
1091,CB_60168,60168,5931,957,2025-05-13,28.79,duplicate_processing ,lost,
1080,CB_59768,59768,9974,758,2026-01-23,63.95,fraud,Won,
1086,CB_60034,60034,8965,204,2026-03-02,28.52,service_not_received,Won,
1076,CB_59644,59644,5161,396,2025-11-30,62.91,duplicate_processing,closed ,2026-03-21
1107,CB_61071,61071,3038,284,2025-08-17,25.63,service_not_received,open,2025-08-09
1111,CB_61378,61378,368,321,2026-03-09,273.6,service_not_received,open,
1112,CB_61382,61382,9425,722,2025-11-16,17.42,authorization_issue,lost,2025-12-27
1113,CB_61423,61423,2947,334,2025-07-23,38.6,authorization_issue,lost,2025-06-21
1114,CB_61449,61449,6707,1193,2025-10-30,11.51,duplicate_processing,open,2025-12-03
1115,CB_61471,61471,8818,1025,2026-03-09,88.98,fraud,closed,2026-04-14
1116,CB_61496,61496,7898,692,2026-02-26,67.36,service_not_received,closed,2026-02-04
1117,CB_61502,61502,2266,13,2025-10-25,228.8,fraud,closed,2025-11-18
1118,CB_61550,61550,9960,877,2026-02-12,64.4,service_not_received,open,2026-04-03
1119,CB_61703,61703,1048,328,2025-08-14,92.18,authorization_issue,won,2025-07-22
1120,CB_61747,61747,963,391,2025-08-07,66.46,fraud,open,
1121,CB_61766,61766,9013,238,2025-04-24,188.49,duplicate_processing,open,2025-05-23
1123,CB_61848,61848,4289,664,2025-06-11,78.26,duplicate_processing,open,2025-07-14
1124,CB_61923,61923,4315,317,2026-04-14,86.2,authorization_issue,lost,2026-03-05
1125,CB_61936,61936,1660,479,2026-04-19,60.51,fraud,closed,
1126,CB_62013,62013,7947,322,2025-08-19,43.91,duplicate_processing,lost,
1128,CB_62096,62096,5581,175,2025-10-13,70.48,fraud,closed,2025-10-31
1129,CB_62142,62142,7524,435,2025-06-02,21.58,service_not_received,lost,2025-06-12
1130,CB_62246,62246,6867,815,2025-10-02,237.13,authorization_issue,closed,2025-11-11
1131,CB_62416,62416,8648,300,2025-09-24,294.62,authorization_issue,open,
1132,CB_62435,62435,1483,929,2025-09-24,99.21,fraud,won,2025-11-16
1133,CB_62546,62546,8004,402,2026-02-28,385.34,duplicate_processing,lost,2026-05-02
1134,CB_62631,62631,6694,33,2026-05-16,338.85,fraud,closed,2026-05-19
1135,CB_62726,62726,2389,882,2025-09-14,11.45,duplicate_processing,lost,
1136,CB_62797,62797,6650,577,2025-10-24,9.94,duplicate_processing,won,2025-10-10
1137,CB_62869,62869,730,760,2026-04-24,51.11,service_not_received,won,2026-06-16
1138,CB_62899,62899,3627,1003,2025-05-26,180.54,authorization_issue,open,2025-07-01
1139,CB_62938,62938,3463,1143,2025-12-09,32.37,duplicate_processing,open,2025-11-25
1140,CB_62979,62979,378,1119,2025-08-11,16.52,fraud,open,
1141,CB_62995,62995,6602,446,2025-06-12,5.99,fraud,open,
1142,CB_63030,63030,682,908,2025-08-09,116.37,fraud,closed,
1143,CB_63096,63096,2150,421,2025-12-07,89.12,fraud,lost,2026-01-22
1144,CB_63129,63129,4192,342,2025-06-08,34.21,service_not_received,won,
1145,CB_63306,63306,3891,1109,2025-07-21,42.26,fraud,open,2025-07-15
1146,CB_63386,63386,8825,719,2025-12-07,1.52,duplicate_processing,lost,2025-12-16
1148,CB_63631,63631,1284,145,2025-10-28,73.37,service_not_received,open,
1149,CB_63787,63787,536,278,2025-11-24,1132.13,duplicate_processing,open,2025-11-16
1150,CB_63849,63849,5129,1090,2025-05-20,431.86,duplicate_processing,closed,
1151,CB_63884,63884,2852,189,2025-10-25,351.26,duplicate_processing,open,2026-01-20
1154,CB_63988,63988,8401,519,2026-02-14,58.6,service_not_received,lost,2026-04-05
1155,CB_64002,64002,7219,542,2026-04-27,74.07,duplicate_processing,won,2026-04-15
1156,CB_64020,64020,6122,555,2025-08-18,0.78,authorization_issue,won,2025-08-03
1157,CB_64247,64247,8105,866,2025-12-12,81.02,duplicate_processing,open,
1159,CB_64308,64308,6866,348,2026-04-20,22.93,service_not_received,lost,2026-06-11
1160,CB_64392,64392,8477,1011,2026-03-18,77.76,service_not_received,closed,2026-04-25
1162,CB_64412,64412,4190,1053,2026-01-09,54.69,fraud,won,2026-01-06
1163,CB_64442,64442,4442,869,2025-08-03,12.2,fraud,lost,2025-08-07
1164,CB_64474,64474,2983,1190,2026-03-05,362.0,authorization_issue,lost,
1166,CB_64499,64499,8604,498,2025-09-22,433.9,duplicate_processing,closed,2025-11-18
1167,CB_64525,64525,2965,908,2026-04-29,77.23,duplicate_processing,closed,2026-07-01
1168,CB_64594,64594,4377,948,2025-12-15,467.16,duplicate_processing,open,
1170,CB_64618,64618,322,58,2025-08-23,11.71,duplicate_processing,lost,2025-09-05
1172,CB_64697,64697,3715,700,2025-09-06,43.45,service_not_received,closed,2025-09-06
1173,CB_64704,64704,8161,1046,2025-07-18,1313.2,service_not_received,closed,2025-06-24
1175,CB_64896,64896,7875,1045,2025-10-15,159.52,service_not_received,lost,2025-11-24
1176,CB_64929,64929,3533,1033,2025-05-22,81.86,authorization_issue,open,
1178,CB_65048,65048,3064,289,2026-04-25,68.52,authorization_issue,open,2026-04-11
1152,CB_63913,63913,7954,166,2026-05-11,-79.68,duplicate_processing,open,2026-05-18
1179,CB_65229,65229,5662,971179,2025-12-30,185.83,fraud,open,2026-02-25
1171,CB_64652,64652,2088,382,2025-09-26,,service_not_received,open,2025-10-04
1158,CB_64271,64271,591,533,2025-07-17,31.14,duplicate_processing ,lost,2025-07-23
1161,CB_64394,64394,9352,452,2025-07-11,23.06,authorization_issue,won,2025-10-28
1169,CB_64612,64612,979,312,2025-02-06,88.78,fraud,lost,2025-06-20
1177,CB_64991,64991,7553,489,2025-11-16,36.25,fraud,won,2026-01-28
1165,CB_64487,64487,111,1083,2025-08-23,-427.53,Fraud,open,2025-09-14
1147,CB_63494,63494,6241,77,2025-05-26,22.19,authorization_issue,OPEN,2025-07-10
1180,CB_65312,65312,9417,542,2025-06-16,1.1,duplicate_processing,lost,2025-05-16
1182,CB_65391,65391,7079,1018,2025-06-06,260.19,authorization_issue,lost,2025-07-06
1183,CB_65426,65426,5337,458,2025-06-10,57.32,service_not_received,open,2025-07-06
1184,CB_65511,65511,6878,496,2025-09-18,79.96,service_not_received,closed,2025-11-15
1185,CB_65530,65530,700,444,2026-02-05,74.65,authorization_issue,open,2026-04-07
1187,CB_65595,65595,142,497,2025-10-16,93.33,authorization_issue,open,2025-10-15
1188,CB_65602,65602,9969,257,2025-09-03,54.2,service_not_received,lost,2025-10-20
1189,CB_65609,65609,2507,452,2026-02-15,10.8,fraud,won,2026-02-06
1190,CB_65643,65643,7229,1010,2025-09-07,21.68,duplicate_processing,open,2025-08-19
1191,CB_65649,65649,4420,967,2026-02-08,59.99,authorization_issue,closed,2026-02-04
1192,CB_65679,65679,5700,20,2025-07-01,5.89,authorization_issue,lost,2025-05-13
1193,CB_65685,65685,8480,995,2025-08-31,62.5,service_not_received,open,
1194,CB_65890,65890,9098,14,2026-01-23,51.82,duplicate_processing,open,2026-02-07
1195,CB_65894,65894,4775,1093,2025-11-09,140.59,authorization_issue,open,2025-11-15
1197,CB_65996,65996,1061,171,2025-09-04,46.28,duplicate_processing,open,2025-10-19
1198,CB_66244,66244,4454,688,2025-12-10,35.64,duplicate_processing,lost,2026-01-21
1200,CB_66303,66303,8054,259,2026-05-08,160.76,duplicate_processing,open,2026-04-23
1202,CB_66354,66354,6289,1059,2025-10-28,2.73,service_not_received,lost,2025-12-15
1204,CB_66454,66454,1815,683,2025-05-28,350.33,authorization_issue,won,2025-04-28
1205,CB_66455,66455,2637,882,2025-12-02,485.57,service_not_received,closed,2025-11-14
1206,CB_66528,66528,9258,76,2026-04-04,20.65,fraud,won,2026-05-28
1207,CB_66569,66569,4602,18,2025-12-19,99.81,fraud,won,2026-02-22
1208,CB_66578,66578,4289,831,2025-07-08,41.73,service_not_received,lost,
1210,CB_66698,66698,7916,108,2025-06-01,77.25,duplicate_processing,won,2025-07-21
1211,CB_66829,66829,8392,849,2026-01-09,52.53,authorization_issue,closed,2026-04-09
1212,CB_66972,66972,6050,531,2025-06-20,135.44,authorization_issue,lost,2025-08-27
1213,CB_66987,66987,6806,801,2026-02-25,244.56,authorization_issue,open,2026-03-24
1215,CB_67011,67011,6684,765,2025-09-15,37.23,service_not_received,closed,2025-10-01
1216,CB_67040,67040,5331,155,2026-04-09,6.21,service_not_received,won,2026-05-23
1218,CB_67278,67278,1577,960,2025-09-11,89.45,fraud,lost,
1220,CB_67423,67423,6231,850,2025-07-12,70.65,service_not_received,closed,2025-09-13
1221,CB_67491,67491,6832,848,2026-03-08,81.74,duplicate_processing,lost,2026-02-05
1222,CB_67621,67621,848,148,2025-09-06,1422.85,fraud,lost,
1223,CB_67723,67723,9740,742,2025-05-08,46.27,authorization_issue,open,2025-05-20
1224,CB_67780,67780,4325,641,2025-12-23,89.23,duplicate_processing,open,2025-11-07
1225,CB_67785,67785,2633,1105,2026-02-08,72.93,authorization_issue,lost,2026-02-15
1227,CB_67803,67803,849,60,2025-10-16,214.74,service_not_received,lost,2025-12-25
1228,CB_67807,67807,6682,785,2026-06-10,95.11,authorization_issue,won,2026-05-15
1229,CB_67818,67818,568,256,2025-10-05,17.9,duplicate_processing,won,2025-11-04
1230,CB_67909,67909,9705,790,2026-01-27,206.44,service_not_received,open,2026-01-26
1231,CB_67943,67943,6678,593,2025-07-04,224.92,fraud,open,
1232,CB_67945,67945,3701,273,2025-12-06,19.43,fraud,open,
1234,CB_67988,67988,6692,27,2025-10-13,411.74,authorization_issue,lost,
1235,CB_68042,68042,8826,685,2025-09-01,44.38,service_not_received,open,
1236,CB_68047,68047,7792,524,2025-11-05,89.7,fraud,won,
1237,CB_68104,68104,3945,1082,2025-07-05,58.11,fraud,open,
1238,CB_68105,68105,8929,684,2025-07-08,92.72,duplicate_processing,won,2025-09-20
1239,CB_68256,68256,5087,27,2025-09-28,81.74,duplicate_processing,open,2025-09-15
1240,CB_68384,68384,2986,544,2026-05-30,1434.32,authorization_issue,won,
1241,CB_68404,68404,5447,724,2025-09-10,73.41,authorization_issue,lost,2025-08-03
1242,CB_68555,68555,7562,286,2026-05-03,331.37,service_not_received,lost,2026-04-02
1243,CB_68558,68558,2835,188,2025-07-02,183.77,fraud,closed,2025-08-06
1244,CB_68610,68610,2417,194,2025-11-06,5.36,authorization_issue,lost,2025-12-17
1246,CB_68645,68645,5820,387,2025-09-06,9.28,service_not_received,won,2025-08-06
1247,CB_68650,68650,2323,992,2025-09-21,200.62,fraud,closed,2025-11-10
1248,CB_68668,68668,266,711,2026-01-18,28.85,authorization_issue,open,2026-02-04
1201,CB_66330,66330,961201,909,2025-07-28,45.87,service_not_received,won,
1181,CB_65382,65382,439,478,2026-02-21,75.08,Fraud,closed,2026-05-16
1209,CB_66585,66585,4160,740,2025-06-20,,fraud,open,2025-06-11
1245,CB_68618,68618,8439,736,2025-07-22,-321.16,service_not_received,open,2025-09-04
1214,CB_66993,66993,8594,493,2025-10-21,32.07,fraud,closed,2026-01-10
1233,CB_67969,67969,124,689,2025-06-13,78.77,service_not_received,won,2025-08-22
1196,CB_65962,65962,4191,971196,2026-02-11,45.23,fraud,lost,2026-04-04
1199,CB_66260,66260,919,492,2026-02-03,95.59,Fraud,lost,
1219,CB_67392,67392,1623,704,2026-02-01,118.4,authorization_issue,OPEN,2026-02-10
1203,CB_66407,66407,9785,542,2026-03-27,227.34,duplicate_processing,closed ,2026-04-24
1250,CB_68795,68795,7345,945,2025-10-03,72.41,service_not_received,closed,
1252,CB_68920,68920,5077,905,2025-08-31,238.8,duplicate_processing,open,2025-08-18
1253,CB_68928,68928,4152,1076,2025-10-29,66.46,fraud,won,
1254,CB_68995,68995,2324,135,2025-11-28,380.38,service_not_received,lost,2025-12-29
1255,CB_69040,69040,6523,729,2026-03-25,350.42,service_not_received,closed,
1257,CB_69093,69093,2210,540,2025-06-24,372.96,duplicate_processing,open,2025-08-03
1258,CB_69104,69104,254,428,2026-05-24,242.56,fraud,open,
1259,CB_69112,69112,7520,89,2025-05-13,488.51,service_not_received,open,
1260,CB_69119,69119,6972,1148,2025-08-25,36.07,authorization_issue,closed,2025-08-16
1262,CB_69254,69254,5246,348,2025-07-04,86.8,authorization_issue,won,
1263,CB_69330,69330,5805,920,2026-02-03,472.82,authorization_issue,closed,2026-02-25
1265,CB_69465,69465,5328,338,2026-03-25,8.58,authorization_issue,open,2026-04-26
1266,CB_69480,69480,7957,422,2025-08-20,48.08,duplicate_processing,open,2025-08-25
1267,CB_69503,69503,3056,386,2025-11-17,271.9,duplicate_processing,lost,2025-12-03
1268,CB_69642,69642,3983,386,2026-04-10,3.44,service_not_received,won,2026-03-07
1269,CB_69671,69671,7099,649,2026-04-05,23.16,service_not_received,lost,2026-05-02
1270,CB_69687,69687,3406,1055,2026-03-15,46.43,authorization_issue,lost,2026-04-22
1271,CB_69705,69705,2738,304,2025-10-30,13.53,fraud,lost,
1272,CB_69719,69719,7811,171,2025-12-11,12.74,authorization_issue,open,2026-02-08
1273,CB_69764,69764,6405,586,2025-06-21,61.69,duplicate_processing,won,
1274,CB_69765,69765,4033,566,2026-04-20,44.64,duplicate_processing,open,2026-06-10
1275,CB_69943,69943,646,577,2025-12-16,14.29,service_not_received,lost,2026-01-16
1276,CB_69960,69960,3148,842,2025-07-21,94.31,duplicate_processing,lost,2025-10-04
1277,CB_70012,70012,9918,8,2025-09-13,53.32,duplicate_processing,won,
1278,CB_70019,70019,4061,1128,2026-03-31,362.17,fraud,closed,2026-04-10
1279,CB_70059,70059,5665,480,2025-06-11,93.52,duplicate_processing,won,2025-05-28
1281,CB_70151,70151,9031,1109,2025-11-16,0.67,service_not_received,open,
1284,CB_70273,70273,145,171,2025-12-16,19.55,service_not_received,won,
1285,CB_70276,70276,9366,1190,2025-12-23,67.54,duplicate_processing,won,2025-12-19
1286,CB_70277,70277,797,777,2025-12-15,85.71,duplicate_processing,won,2026-01-06
1287,CB_70295,70295,5090,1157,2026-02-24,86.01,duplicate_processing,open,2026-02-14
1288,CB_70304,70304,8670,193,2026-02-14,97.11,duplicate_processing,closed,2026-03-26
1289,CB_70317,70317,7305,811,2026-02-18,23.32,duplicate_processing,lost,
1290,CB_70318,70318,496,828,2025-07-03,487.05,authorization_issue,lost,2025-07-07
1291,CB_70514,70514,9838,986,2025-07-21,14.47,service_not_received,won,2025-08-20
1293,CB_70689,70689,7228,219,2026-05-04,10.79,service_not_received,closed,2026-03-21
1294,CB_70719,70719,8822,738,2025-10-24,62.5,duplicate_processing,open,2025-11-22
1295,CB_70727,70727,9641,1044,2025-09-06,185.92,duplicate_processing,won,2025-10-23
1296,CB_70734,70734,5561,806,2025-09-08,45.85,fraud,closed,
1298,CB_70777,70777,8538,1019,2026-01-06,35.62,duplicate_processing,open,2026-01-14
1299,CB_70781,70781,756,512,2026-02-06,65.77,service_not_received,won,2026-04-06
1300,CB_70809,70809,5579,960,2025-12-22,96.56,duplicate_processing,lost,
1303,CB_70864,70864,3297,1175,2026-04-19,85.5,duplicate_processing,lost,2026-04-17
1304,CB_70870,70870,4361,626,2025-10-04,6.87,duplicate_processing,open,2025-09-26
1307,CB_71039,71039,3632,884,2025-09-17,62.37,fraud,won,
1308,CB_71057,71057,5178,627,2025-08-15,23.35,authorization_issue,closed,2025-08-22
1309,CB_71111,71111,8634,460,2025-05-22,17.52,authorization_issue,open,
1310,CB_71137,71137,6091,689,2026-01-12,286.18,duplicate_processing,closed,2026-01-01
1311,CB_71198,71198,6472,246,2025-06-20,87.19,duplicate_processing,lost,
1312,CB_71237,71237,1059,32,2026-03-13,44.56,fraud,open,
1314,CB_71340,71340,8378,888,2026-03-03,46.53,duplicate_processing,closed,2026-03-08
1315,CB_71343,71343,4857,126,2025-07-29,30.65,authorization_issue,closed,2025-09-19
1316,CB_71354,71354,6059,37,2025-11-11,49.33,authorization_issue,lost,2025-10-25
1256,CB_69076,69076,961256,179,2025-10-08,407.89,service_not_received,open,
1264,CB_69435,69435,2774,971264,2026-02-10,32.78,duplicate_processing,open,2026-02-09
1292,CB_70581,70581,3150,937,2025-12-20,,fraud,open,
1261,CB_69219,69219,8670,328,2025-08-30,33.96,authorization_issue,lost,2025-11-20
1282,CB_70206,70206,8471,907,2026-02-21,11.66,service_not_received,lost,2026-05-20
1306,CB_71011,71011,9082,687,2025-08-24,461.78,service_not_received,closed,2026-01-10
1283,CB_70264,70264,3243,369,2026-03-07,71.7,Fraud,lost,
1249,CB_68727,68727,8880,539,2026-04-06,27.09,duplicate_processing ,open,2026-03-27
1305,CB_71001,71001,3956,162,2025-11-20,3.14,duplicate_processing ,open,2026-01-02
1297,CB_70746,70746,1166,981,2026-01-29,83.47,fraud,OPEN,2026-02-28
1251,CB_68877,68877,9672,442,2025-10-28,368.71,duplicate_processing,Won,2025-11-21
1317,CB_71358,71358,5990,145,2026-03-28,31.17,fraud,closed,
1318,CB_71411,71411,1306,794,2026-01-21,92.19,service_not_received,closed,2026-03-09
1319,CB_71443,71443,2548,1104,2025-06-10,82.7,fraud,lost,
1320,CB_71596,71596,1792,424,2026-03-18,248.85,fraud,won,2026-05-04
1322,CB_72008,72008,5042,207,2025-12-17,16.15,service_not_received,lost,2025-11-11
1323,CB_72009,72009,4566,10,2025-10-31,78.42,service_not_received,open,2026-01-14
1324,CB_72084,72084,7489,105,2025-08-08,25.52,service_not_received,lost,
1325,CB_72197,72197,5310,473,2026-01-24,88.7,authorization_issue,open,2026-02-05
1326,CB_72256,72256,5430,226,2025-10-30,67.68,service_not_received,closed,2026-01-07
1327,CB_72283,72283,784,951,2025-12-21,313.35,fraud,lost,2025-11-28
1328,CB_72366,72366,714,177,2025-07-14,82.96,authorization_issue,lost,2025-09-28
1329,CB_72438,72438,6767,642,2026-04-05,35.76,duplicate_processing,won,2026-06-26
1330,CB_72477,72477,7880,93,2026-02-05,59.22,duplicate_processing,lost,2026-01-26
1331,CB_72480,72480,1934,573,2025-10-08,33.12,service_not_received,closed,2025-12-02
1332,CB_72489,72489,4763,290,2026-02-11,45.93,duplicate_processing,lost,
1333,CB_72554,72554,1310,417,2025-07-08,57.07,service_not_received,open,2025-07-02
1334,CB_72587,72587,8522,861,2025-04-29,1364.35,duplicate_processing,lost,2025-06-12
1335,CB_72631,72631,1338,168,2026-05-08,97.56,duplicate_processing,closed,
1336,CB_72654,72654,883,933,2026-04-03,49.65,duplicate_processing,closed,2026-04-08
1337,CB_72669,72669,7823,360,2025-12-26,367.77,fraud,open,2026-01-11
1338,CB_72711,72711,3340,1039,2025-12-27,34.71,fraud,lost,2026-03-21
1339,CB_72713,72713,4799,392,2025-11-25,40.72,fraud,open,
1340,CB_72777,72777,1133,898,2025-09-16,2.13,duplicate_processing,lost,
1341,CB_72791,72791,695,1125,2026-01-30,61.0,fraud,won,2026-01-06
1342,CB_72870,72870,1490,563,2025-09-16,209.32,authorization_issue,closed,
1343,CB_72874,72874,4952,618,2025-05-13,87.25,service_not_received,open,
1344,CB_72913,72913,3826,186,2026-03-01,23.9,service_not_received,lost,2026-03-11
1345,CB_72939,72939,7327,930,2025-06-23,41.9,service_not_received,open,2025-07-26
1346,CB_72945,72945,4955,1061,2025-08-18,94.52,duplicate_processing,closed,2025-09-12
1347,CB_72963,72963,7624,1109,2025-08-26,200.7,duplicate_processing,won,2025-09-12
1348,CB_73002,73002,5162,90,2025-07-09,370.62,service_not_received,lost,2025-06-20
1349,CB_73018,73018,4337,154,2025-05-23,47.37,service_not_received,won,2025-05-03
1350,CB_73033,73033,6097,860,2026-04-01,43.25,duplicate_processing,open,2026-04-05
1351,CB_73085,73085,2853,19,2025-06-24,66.8,fraud,closed,2025-08-02
1353,CB_73095,73095,3597,520,2025-06-10,25.09,service_not_received,lost,2025-07-03
1354,CB_73138,73138,360,884,2025-10-22,487.84,authorization_issue,won,2026-01-04
1356,CB_73359,73359,6409,1110,2026-05-11,99.17,service_not_received,open,2026-05-10
1358,CB_73486,73486,1822,1088,2025-10-21,106.76,fraud,closed,2025-11-12
1359,CB_73602,73602,980,900,2025-08-28,0.7,fraud,won,
1360,CB_73672,73672,85,326,2025-08-01,108.89,fraud,lost,2025-06-08
1361,CB_73789,73789,3746,489,2025-05-12,73.19,service_not_received,open,2025-08-05
1362,CB_73802,73802,4469,808,2025-12-06,0.68,service_not_received,closed,2026-01-27
1363,CB_73964,73964,4408,422,2026-01-03,420.53,authorization_issue,open,2025-12-25
1364,CB_74057,74057,1280,266,2025-05-18,247.66,duplicate_processing,closed,2025-05-26
1365,CB_74136,74136,5066,221,2025-12-12,62.5,service_not_received,closed,
1370,CB_74601,74601,6924,863,2025-05-23,48.77,duplicate_processing,open,
1371,CB_74668,74668,7352,644,2025-08-13,22.51,duplicate_processing,won,
1374,CB_74975,74975,9460,268,2025-11-16,6.51,authorization_issue,lost,2025-12-15
1375,CB_75054,75054,9739,1145,2025-07-25,11.66,authorization_issue,lost,
1376,CB_75082,75082,4924,642,2025-06-18,254.57,duplicate_processing,open,2025-08-21
1377,CB_75103,75103,7780,463,2025-07-20,68.49,service_not_received,open,
1378,CB_75111,75111,584,816,2026-04-12,99.68,fraud,won,2026-05-12
1380,CB_75207,75207,1035,264,2026-04-07,130.53,fraud,lost,
1381,CB_75288,75288,9130,980,2026-03-25,325.19,duplicate_processing,won,2026-03-31
1382,CB_75304,75304,1865,1041,2025-09-02,9.24,service_not_received,lost,2025-08-11
1383,CB_75312,75312,2788,166,2026-03-22,6.5,fraud,lost,2026-05-15
1384,CB_75324,75324,1196,185,2025-09-28,71.62,service_not_received,won,
1385,CB_75438,75438,1155,798,2025-04-28,75.61,service_not_received,closed,2025-06-23
1321,CB_71810,71810,3481,971321,2026-03-05,474.98,fraud,closed,2026-03-11
1355,CB_73259,73259,5641,582,2025-11-17,9.21,authorization_issue,lost,2026-04-11
1366,CB_74213,74213,4270,558,2025-07-12,222.48,service_not_received,closed,
1367,CB_74483,74483,1519,421,2026-02-02,94.74,Fraud,won,
1368,CB_74522,74522,8885,1113,2026-04-11,43.28,duplicate_processing ,open,2026-05-29
1372,CB_74757,74757,4726,949,2025-08-25,90.38,authorization_issue,OPEN,2025-11-01
1379,CB_75130,75130,4577,499,2025-11-02,12.22,duplicate_processing,OPEN,
1357,CB_73471,73471,8034,453,2026-01-09,,fraud,Won,2025-12-22
1386,CB_75466,75466,657,591,2025-07-07,21.65,duplicate_processing,open,2025-07-21
1387,CB_75481,75481,3013,62,2025-08-16,19.41,duplicate_processing,lost,2025-09-26
1388,CB_75500,75500,9423,275,2026-01-27,99.86,duplicate_processing,closed,2026-02-18
1389,CB_75503,75503,2611,281,2025-09-18,358.37,fraud,lost,2025-09-06
1390,CB_75535,75535,8714,339,2025-07-23,26.42,authorization_issue,open,2025-08-07
1391,CB_75589,75589,5150,487,2026-01-05,77.03,authorization_issue,closed,2026-01-12
1392,CB_75592,75592,125,343,2026-04-02,8.62,authorization_issue,open,
1393,CB_75594,75594,5486,40,2026-05-09,50.9,duplicate_processing,lost,2026-04-27
1394,CB_75664,75664,9114,200,2025-06-03,159.61,duplicate_processing,won,2025-08-02
1395,CB_75668,75668,2117,806,2025-07-01,17.97,authorization_issue,won,2025-06-15
1396,CB_75690,75690,6835,846,2025-08-10,195.76,service_not_received,closed,2025-08-29
1397,CB_75780,75780,2076,1066,2026-01-01,50.14,duplicate_processing,won,2025-12-17
1399,CB_75828,75828,1582,316,2025-09-25,63.13,authorization_issue,won,
1400,CB_75834,75834,549,1189,2026-04-22,74.58,authorization_issue,closed,2026-05-20
1401,CB_75942,75942,7305,554,2026-05-26,351.97,service_not_received,lost,2026-05-26
