device_id,device_ref,customer_id,device_type,os_name,app_version,is_emulator,first_seen_at,last_seen_at,country_code,ip_country_code
12667,DEV_12667,6534,desktop,iOS,v5.4,False,2024-07-21 07:31:40.479076,2026-04-06 07:31:40.479076,GB,SG
12668,DEV_12668,3024,desktop,iOS,v3.5,True,2024-07-12 07:31:40.479076,2026-04-02 07:31:40.479076,SG,GB
12669,DEV_12669,7555,desktop,iOS,v1.0,False,2024-10-24 07:31:40.479076,2026-03-19 07:31:40.479076,GB,US
12670,DEV_12670,8869,mobile,Windows,v4.6,False,2025-05-25 07:31:40.479076,2026-03-19 07:31:40.479076,US,US
12671,DEV_12671,2581,tablet,Android,v5.0,False,2025-07-02 07:31:40.479076,2026-03-19 07:31:40.479076,GB,GB
12672,DEV_12672,7069,tablet,Android,v4.5,False,2024-08-18 07:31:40.479076,2026-04-15 07:31:40.479076,GB,SG
12673,DEV_12673,5613,mobile,MacOS,v5.7,False,2024-11-25 07:31:40.479076,2026-04-02 07:31:40.479076,AU,AU
12674,DEV_12674,7650,tablet,Windows,v2.0,False,2024-07-08 07:31:40.479076,2026-03-31 07:31:40.479076,SG,IN
12644,DEV_12644,2049,tablet,ANDROID,v2.3,False,2025-12-02 07:31:40.479076,2026-04-04 07:31:40.479076,GB,GB
12646,DEV_12646,4632,tablet,MacOS,v5.7,False,2024-11-15 07:31:40.479076,2024-11-10 07:31:40.479076,SG,IN
12634,DEV_12634,420,tablet,MacOS,v5.9,False,2024-11-28 07:31:40.479076,2026-04-13 07:31:40.479076,IN,sg 
12675,DEV_12675,4639,desktop,Android,v4.2,True,2024-05-04 07:31:40.479076,2026-04-01 07:31:40.479076,AU,US
12676,DEV_12676,1863,desktop,iOS,v1.5,False,2024-07-09 07:31:40.479076,2026-04-09 07:31:40.479076,US,US
12677,DEV_12677,7154,tablet,Android,v3.6,False,2024-08-16 07:31:40.479076,2026-03-23 07:31:40.479076,US,US
12678,DEV_12678,224,tablet,Windows,v3.3,False,2025-10-02 07:31:40.479076,2026-04-03 07:31:40.479076,US,IN
12679,DEV_12679,1895,mobile,iOS,v5.9,False,2024-10-27 07:31:40.479076,2026-04-12 07:31:40.479076,AU,AU
12680,DEV_12680,1888,mobile,Android,v3.4,False,2025-07-13 07:31:40.479076,2026-03-18 07:31:40.479076,GB,IN
12681,DEV_12681,6124,desktop,Android,v3.1,False,2025-03-25 07:31:40.479076,2026-04-15 07:31:40.479076,GB,AU
12682,DEV_12682,5439,mobile,MacOS,v1.1,False,2026-02-27 07:31:40.479076,2026-03-23 07:31:40.479076,AU,GB
12683,DEV_12683,2370,mobile,iOS,v2.7,False,2024-11-03 07:31:40.479076,2026-04-01 07:31:40.479076,IN,US
12684,DEV_12684,1609,mobile,Android,v2.2,False,2024-11-26 07:31:40.479076,2026-04-14 07:31:40.479076,AU,US
12685,DEV_12685,2320,mobile,Android,v4.3,False,2025-06-19 07:31:40.479076,2026-03-24 07:31:40.479076,AU,US
12686,DEV_12686,2308,mobile,MacOS,v3.0,False,2024-08-06 07:31:40.479076,2026-04-01 07:31:40.479076,SG,IN
12687,DEV_12687,177,mobile,Windows,v3.7,True,2024-11-28 07:31:40.479076,2026-04-02 07:31:40.479076,AU,SG
12688,DEV_12688,52,tablet,Windows,v4.3,False,2024-12-08 07:31:40.479076,2026-04-15 07:31:40.479076,GB,IN
12689,DEV_12689,8621,desktop,MacOS,v4.4,False,2024-10-19 07:31:40.479076,2026-04-04 07:31:40.479076,AU,AU
12690,DEV_12690,498,mobile,MacOS,v1.6,False,2026-03-21 07:31:40.479076,2026-03-23 07:31:40.479076,AU,SG
12691,DEV_12691,6066,desktop,MacOS,v5.2,False,2025-03-03 07:31:40.479076,2026-03-28 07:31:40.479076,SG,SG
12692,DEV_12692,8885,mobile,Android,v4.1,False,2025-02-22 07:31:40.479076,2026-03-19 07:31:40.479076,SG,SG
12693,DEV_12693,5158,mobile,Android,v5.5,False,2025-10-29 07:31:40.479076,2026-03-21 07:31:40.479076,IN,IN
12694,DEV_12694,8370,desktop,MacOS,v1.5,False,2024-09-15 07:31:40.479076,2026-04-06 07:31:40.479076,IN,SG
12695,DEV_12695,8280,mobile,MacOS,v4.1,False,2025-01-11 07:31:40.479076,2026-03-21 07:31:40.479076,US,SG
12696,DEV_12696,5188,tablet,Windows,v5.4,False,2025-02-08 07:31:40.479076,2026-04-16 07:31:40.479076,AU,GB
12697,DEV_12697,5155,tablet,Android,v1.1,False,2025-11-12 07:31:40.479076,2026-04-12 07:31:40.479076,US,US
12698,DEV_12698,4193,desktop,iOS,v5.1,False,2025-02-06 07:31:40.479076,2026-03-29 07:31:40.479076,AU,SG
12699,DEV_12699,3943,tablet,MacOS,v2.7,False,2025-03-06 07:31:40.479076,2026-04-06 07:31:40.479076,US,US
12700,DEV_12700,2399,desktop,MacOS,v4.2,False,2025-04-13 07:31:40.479076,2026-03-25 07:31:40.479076,US,GB
12701,DEV_12701,4595,mobile,Windows,v2.5,False,2024-05-11 07:31:40.479076,2026-04-06 07:31:40.479076,AU,SG
12702,DEV_12702,7218,mobile,Windows,v2.8,False,2025-06-15 07:31:40.479076,2026-04-01 07:31:40.479076,GB,US
12703,DEV_12703,4937,mobile,Android,v3.0,False,2025-04-12 07:31:40.479076,2026-04-08 07:31:40.479076,GB,US
12704,DEV_12704,3282,tablet,MacOS,v2.8,False,2025-06-06 07:31:40.479076,2026-03-29 07:31:40.479076,AU,IN
12705,DEV_12705,7313,tablet,Android,v1.2,False,2025-05-14 07:31:40.479076,2026-04-12 07:31:40.479076,AU,IN
12706,DEV_12706,2947,desktop,Android,v2.5,False,2024-07-29 07:31:40.479076,2026-03-26 07:31:40.479076,GB,US
12707,DEV_12707,7488,desktop,MacOS,v5.0,False,2025-11-04 07:31:40.479076,2026-04-10 07:31:40.479076,AU,SG
12708,DEV_12708,5809,mobile,Windows,v5.0,False,2025-10-28 07:31:40.479076,2026-04-03 07:31:40.479076,SG,SG
12709,DEV_12709,3669,mobile,MacOS,v4.3,False,2024-10-14 07:31:40.479076,2026-03-19 07:31:40.479076,SG,SG
12710,DEV_12710,4694,mobile,iOS,v5.1,False,2024-07-14 07:31:40.479076,2026-03-25 07:31:40.479076,IN,IN
12711,DEV_12711,679,desktop,Windows,v5.6,False,2024-07-05 07:31:40.479076,2026-04-11 07:31:40.479076,SG,IN
12712,DEV_12712,123,mobile,Windows,v4.8,False,2026-02-14 07:31:40.479076,2026-04-07 07:31:40.479076,GB,AU
12713,DEV_12713,8237,desktop,Windows,v4.7,False,2025-06-27 07:31:40.479076,2026-04-17 07:31:40.479076,US,IN
12714,DEV_12714,5873,tablet,Android,v2.2,False,2026-01-14 07:31:40.479076,2026-03-31 07:31:40.479076,SG,SG
12715,DEV_12715,6230,tablet,Windows,v3.1,False,2024-09-17 07:31:40.479076,2026-04-02 07:31:40.479076,SG,SG
12716,DEV_12716,7859,mobile,MacOS,v4.6,True,2025-07-07 07:31:40.479076,2026-03-21 07:31:40.479076,AU,IN
12717,DEV_12717,1119,tablet,Android,v5.5,False,2024-10-31 07:31:40.479076,2026-04-07 07:31:40.479076,AU,GB
12718,DEV_12718,1940,tablet,iOS,v1.6,False,2024-07-24 07:31:40.479076,2026-04-09 07:31:40.479076,US,GB
12719,DEV_12719,1020,desktop,Android,v1.2,False,2024-06-06 07:31:40.479076,2026-04-06 07:31:40.479076,GB,US
12720,DEV_12720,8105,mobile,iOS,v5.2,False,2025-11-22 07:31:40.479076,2026-04-04 07:31:40.479076,GB,IN
12721,DEV_12721,1313,desktop,Windows,v1.0,False,2025-04-23 07:31:40.479076,2026-03-31 07:31:40.479076,US,GB
12723,DEV_12723,2898,desktop,MacOS,v3.3,False,2025-08-31 07:31:40.479076,2026-03-18 07:31:40.479076,GB,AU
12724,DEV_12724,8408,desktop,iOS,v3.8,False,2025-08-21 07:31:40.479076,2026-04-08 07:31:40.479076,GB,AU
12725,DEV_12725,4717,tablet,Android,v3.6,False,2024-10-16 07:31:40.479076,2026-03-27 07:31:40.479076,IN,GB
12726,DEV_12726,6769,mobile,MacOS,v4.2,False,2025-02-26 07:31:40.479076,2026-03-24 07:31:40.479076,SG,GB
12727,DEV_12727,6226,desktop,Android,v5.1,False,2024-09-26 07:31:40.479076,2026-04-12 07:31:40.479076,SG,US
12728,DEV_12728,8767,mobile,Android,v3.8,False,2024-08-02 07:31:40.479076,2026-03-26 07:31:40.479076,US,AU
12730,DEV_12730,401,desktop,iOS,v1.5,False,2025-03-06 07:31:40.479076,2026-03-27 07:31:40.479076,IN,GB
12731,DEV_12731,8826,desktop,MacOS,v1.2,False,2025-02-23 07:31:40.479076,2026-04-03 07:31:40.479076,SG,IN
12732,DEV_12732,7945,desktop,MacOS,v4.0,False,2025-01-03 07:31:40.479076,2026-04-13 07:31:40.479076,AU,AU
12733,DEV_12733,3390,mobile,iOS,v5.6,False,2026-03-15 07:31:40.479076,2026-03-27 07:31:40.479076,IN,SG
12734,DEV_12734,7970,mobile,Android,v4.5,False,2025-10-23 07:31:40.479076,2026-03-25 07:31:40.479076,AU,GB
12735,DEV_12735,1080,mobile,Android,v2.1,False,2025-12-26 07:31:40.479076,2026-03-24 07:31:40.479076,AU,SG
12736,DEV_12736,4546,mobile,MacOS,v3.4,False,2025-01-08 07:31:40.479076,2026-03-25 07:31:40.479076,AU,SG
12737,DEV_12737,5790,desktop,iOS,v1.2,False,2025-02-01 07:31:40.479076,2026-03-28 07:31:40.479076,AU,IN
12738,DEV_12738,4576,tablet,Windows,v5.3,False,2025-07-09 07:31:40.479076,2026-04-05 07:31:40.479076,US,GB
12739,DEV_12739,4978,tablet,Android,v4.0,False,2024-10-03 07:31:40.479076,2026-04-01 07:31:40.479076,IN,IN
12740,DEV_12740,1854,tablet,MacOS,v4.4,False,2025-06-21 07:31:40.479076,2026-04-16 07:31:40.479076,SG,GB
12741,DEV_12741,5129,desktop,MacOS,v2.5,False,2024-10-04 07:31:40.479076,2026-03-18 07:31:40.479076,US,SG
12742,DEV_12742,1690,tablet,Android,v1.2,True,2025-08-17 07:31:40.479076,2026-04-06 07:31:40.479076,AU,IN
12743,DEV_12743,9963,mobile,MacOS,v3.7,False,2025-09-08 07:31:40.479076,2026-03-20 07:31:40.479076,US,US
12744,DEV_12744,3031,desktop,Android,v2.0,False,2025-03-17 07:31:40.479076,2026-04-04 07:31:40.479076,US,US
12746,DEV_12746,1650,desktop,Android,v5.3,False,2025-05-21 07:31:40.479076,2026-04-03 07:31:40.479076,IN,GB
12747,DEV_12747,9862,tablet,MacOS,v2.6,False,2024-07-13 07:31:40.479076,2026-03-19 07:31:40.479076,US,IN
12748,DEV_12748,7340,mobile,iOS,v5.1,False,2026-03-28 07:31:40.479076,2026-04-07 07:31:40.479076,IN,GB
12749,DEV_12749,423,mobile,MacOS,v2.9,False,2026-03-14 07:31:40.479076,2026-04-04 07:31:40.479076,US,SG
12745,DEV_12745,9677,desktop,ios,v1.9,False,2024-07-30 07:31:40.479076,2026-03-21 07:31:40.479076,SG,GB
12729,DEV_12729,4255,tablet,ANDROID,v4.1,False,2025-06-08 07:31:40.479076,2026-03-29 07:31:40.479076,GB,IN
12750,DEV_12750,1456,desktop,Windows,v3.4,False,2026-01-27 07:31:40.479076,2026-04-03 07:31:40.479076,IN,SG
12751,DEV_12751,6216,mobile,MacOS,v4.7,False,2024-06-12 07:31:40.479076,2026-04-13 07:31:40.479076,SG,IN
12752,DEV_12752,1556,mobile,Android,v3.4,False,2026-03-29 07:31:40.479076,2026-04-12 07:31:40.479076,SG,US
12753,DEV_12753,400,tablet,Windows,v4.2,True,2024-04-29 07:31:40.479076,2026-03-22 07:31:40.479076,US,US
12754,DEV_12754,8459,mobile,Android,v5.1,False,2025-12-24 07:31:40.479076,2026-03-18 07:31:40.479076,US,GB
12755,DEV_12755,3594,mobile,MacOS,v4.8,False,2025-10-30 07:31:40.479076,2026-03-26 07:31:40.479076,SG,IN
12756,DEV_12756,2798,desktop,iOS,v1.6,False,2025-09-01 07:31:40.479076,2026-03-24 07:31:40.479076,GB,US
12757,DEV_12757,3900,desktop,Android,v1.0,True,2024-05-08 07:31:40.479076,2026-03-25 07:31:40.479076,AU,IN
12758,DEV_12758,5844,desktop,Android,v3.1,False,2024-05-18 07:31:40.479076,2026-04-06 07:31:40.479076,AU,SG
12759,DEV_12759,9704,desktop,MacOS,v4.3,False,2026-03-19 07:31:40.479076,2026-04-10 07:31:40.479076,SG,US
12760,DEV_12760,9759,mobile,iOS,v3.2,False,2025-04-16 07:31:40.479076,2026-04-07 07:31:40.479076,GB,AU
12761,DEV_12761,4000,tablet,Windows,v3.8,False,2024-08-06 07:31:40.479076,2026-04-11 07:31:40.479076,GB,AU
12762,DEV_12762,450,mobile,Android,v4.3,False,2024-12-13 07:31:40.479076,2026-04-07 07:31:40.479076,IN,AU
12763,DEV_12763,2389,tablet,Android,v5.2,False,2025-09-19 07:31:40.479076,2026-03-28 07:31:40.479076,AU,AU
12764,DEV_12764,7851,tablet,MacOS,v2.2,False,2026-03-23 07:31:40.479076,2026-04-07 07:31:40.479076,US,AU
12765,DEV_12765,2420,mobile,iOS,v5.5,False,2024-11-08 07:31:40.479076,2026-04-13 07:31:40.479076,SG,IN
12767,DEV_12767,7991,desktop,Android,v3.5,False,2024-11-02 07:31:40.479076,2026-03-26 07:31:40.479076,US,US
12768,DEV_12768,2699,mobile,Windows,v2.3,False,2026-01-05 07:31:40.479076,2026-04-01 07:31:40.479076,IN,SG
12770,DEV_12770,9024,desktop,Android,v4.4,False,2024-11-15 07:31:40.479076,2026-04-12 07:31:40.479076,US,SG
12771,DEV_12771,1169,desktop,iOS,v2.4,False,2026-01-04 07:31:40.479076,2026-04-06 07:31:40.479076,SG,US
12772,DEV_12772,7194,mobile,iOS,v4.6,False,2025-02-11 07:31:40.479076,2026-03-22 07:31:40.479076,SG,GB
12773,DEV_12773,8175,desktop,iOS,v5.5,False,2024-09-20 07:31:40.479076,2026-04-08 07:31:40.479076,IN,IN
12774,DEV_12774,3085,mobile,Android,v5.8,False,2025-07-21 07:31:40.479076,2026-04-10 07:31:40.479076,AU,GB
12775,DEV_12775,1202,tablet,iOS,v1.2,False,2025-12-17 07:31:40.479076,2026-03-18 07:31:40.479076,AU,US
12776,DEV_12776,3851,mobile,Windows,v1.3,False,2024-09-16 07:31:40.479076,2026-04-17 07:31:40.479076,AU,IN
12777,DEV_12777,3576,tablet,iOS,v3.1,False,2025-09-15 07:31:40.479076,2026-04-17 07:31:40.479076,GB,US
12778,DEV_12778,6371,tablet,Windows,v2.8,False,2025-05-16 07:31:40.479076,2026-03-21 07:31:40.479076,GB,GB
12779,DEV_12779,6804,mobile,MacOS,v3.7,False,2025-11-21 07:31:40.479076,2026-04-04 07:31:40.479076,GB,US
12780,DEV_12780,9095,mobile,Android,v2.7,False,2025-03-31 07:31:40.479076,2026-04-08 07:31:40.479076,GB,US
12781,DEV_12781,2391,tablet,MacOS,v1.3,False,2026-04-05 07:31:40.479076,2026-03-31 07:31:40.479076,GB,AU
12782,DEV_12782,3922,tablet,MacOS,v5.9,False,2025-02-16 07:31:40.479076,2026-04-02 07:31:40.479076,SG,SG
12783,DEV_12783,6091,tablet,Android,v5.6,False,2026-02-23 07:31:40.479076,2026-04-14 07:31:40.479076,US,GB
12784,DEV_12784,9151,tablet,Android,v4.9,False,2024-05-24 07:31:40.479076,2026-03-24 07:31:40.479076,SG,SG
12785,DEV_12785,9592,mobile,MacOS,v5.4,False,2025-03-20 07:31:40.479076,2026-04-01 07:31:40.479076,GB,IN
12786,DEV_12786,6056,mobile,iOS,v4.5,False,2024-08-06 07:31:40.479076,2026-03-24 07:31:40.479076,SG,GB
12787,DEV_12787,2551,desktop,Android,v1.9,False,2024-10-21 07:31:40.479076,2026-03-20 07:31:40.479076,US,SG
12788,DEV_12788,4547,mobile,Windows,v5.8,False,2024-11-13 07:31:40.479076,2026-03-25 07:31:40.479076,GB,US
12789,DEV_12789,6948,mobile,Android,v5.3,False,2025-10-28 07:31:40.479076,2026-04-14 07:31:40.479076,AU,GB
12790,DEV_12790,2282,tablet,Windows,v5.5,False,2025-01-05 07:31:40.479076,2026-03-21 07:31:40.479076,GB,US
12792,DEV_12792,3429,mobile,Windows,v1.0,False,2025-03-08 07:31:40.479076,2026-04-04 07:31:40.479076,US,SG
12793,DEV_12793,5364,desktop,Android,v4.6,False,2024-09-15 07:31:40.479076,2026-04-02 07:31:40.479076,GB,IN
12794,DEV_12794,9686,mobile,MacOS,v2.0,False,2024-11-10 07:31:40.479076,2026-04-12 07:31:40.479076,US,AU
12795,DEV_12795,3275,tablet,Windows,v3.7,False,2025-07-05 07:31:40.479076,2026-03-27 07:31:40.479076,AU,AU
12796,DEV_12796,6230,mobile,Windows,v2.3,False,2024-05-10 07:31:40.479076,2026-03-22 07:31:40.479076,AU,SG
12797,DEV_12797,9890,desktop,iOS,v4.5,False,2025-02-21 07:31:40.479076,2026-04-09 07:31:40.479076,IN,AU
12798,DEV_12798,4079,mobile,Windows,v5.8,False,2024-04-17 07:31:40.479076,2026-04-16 07:31:40.479076,IN,AU
12799,DEV_12799,3897,desktop,Windows,v3.7,False,2025-04-08 07:31:40.479076,2026-04-07 07:31:40.479076,GB,SG
12800,DEV_12800,5394,tablet,MacOS,v5.6,False,2024-07-10 07:31:40.479076,2026-03-28 07:31:40.479076,GB,GB
12801,DEV_12801,7839,desktop,MacOS,v4.3,False,2025-03-10 07:31:40.479076,2026-03-29 07:31:40.479076,US,AU
12802,DEV_12802,697,tablet,MacOS,v5.0,False,2024-10-02 07:31:40.479076,2026-03-28 07:31:40.479076,IN,GB
12803,DEV_12803,717,tablet,iOS,v4.5,False,2024-12-15 07:31:40.479076,2026-04-02 07:31:40.479076,AU,GB
12804,DEV_12804,4651,tablet,iOS,v4.3,False,2024-04-28 07:31:40.479076,2026-03-20 07:31:40.479076,US,US
12805,DEV_12805,5363,mobile,Android,v5.6,False,2024-10-05 07:31:40.479076,2026-04-04 07:31:40.479076,AU,SG
12806,DEV_12806,947,desktop,Windows,v3.3,False,2024-10-28 07:31:40.479076,2026-04-03 07:31:40.479076,SG,IN
12807,DEV_12807,3373,desktop,Android,v5.4,False,2024-08-11 07:31:40.479076,2026-03-19 07:31:40.479076,GB,IN
12808,DEV_12808,1675,mobile,Android,v3.0,False,2025-11-26 07:31:40.479076,2026-04-08 07:31:40.479076,US,US
12809,DEV_12809,6035,desktop,Windows,v3.7,False,2025-08-14 07:31:40.479076,2026-03-21 07:31:40.479076,SG,AU
12810,DEV_12810,1600,desktop,Windows,v1.3,False,2025-10-29 07:31:40.479076,2026-04-16 07:31:40.479076,US,AU
12811,DEV_12811,5642,mobile,MacOS,v2.8,False,2024-09-22 07:31:40.479076,2026-03-27 07:31:40.479076,US,IN
12812,DEV_12812,5323,desktop,Android,v4.2,False,2025-06-07 07:31:40.479076,2026-04-05 07:31:40.479076,US,AU
12813,DEV_12813,4999,desktop,MacOS,v2.5,False,2024-09-25 07:31:40.479076,2026-04-13 07:31:40.479076,SG,SG
12814,DEV_12814,2994,desktop,MacOS,v3.9,False,2025-10-26 07:31:40.479076,2026-03-24 07:31:40.479076,SG,SG
12815,DEV_12815,2711,desktop,Windows,v2.6,False,2025-07-21 07:31:40.479076,2026-03-29 07:31:40.479076,US,SG
12816,DEV_12816,1027,mobile,Windows,v2.1,False,2026-02-20 07:31:40.479076,2026-03-23 07:31:40.479076,AU,US
12817,DEV_12817,8084,tablet,iOS,v3.3,False,2026-04-16 07:31:40.479076,2026-04-01 07:31:40.479076,AU,IN
12818,DEV_12818,9659,mobile,iOS,v1.8,False,2024-07-05 07:31:40.479076,2026-04-13 07:31:40.479076,US,SG
12819,DEV_12819,9306,mobile,Android,v1.9,False,2025-03-09 07:31:40.479076,2026-03-22 07:31:40.479076,GB,US
12820,DEV_12820,5013,tablet,Windows,v3.6,False,2025-04-18 07:31:40.479076,2026-04-14 07:31:40.479076,SG,SG
12821,DEV_12821,2475,mobile,Android,v4.3,False,2026-03-25 07:31:40.479076,2026-04-03 07:31:40.479076,US,AU
12822,DEV_12822,959,mobile,MacOS,v2.9,False,2025-11-12 07:31:40.479076,2026-03-28 07:31:40.479076,GB,IN
12823,DEV_12823,7543,desktop,iOS,v1.6,False,2026-02-28 07:31:40.479076,2026-04-16 07:31:40.479076,US,GB
12824,DEV_12824,5846,desktop,iOS,v1.2,False,2025-11-03 07:31:40.479076,2026-04-13 07:31:40.479076,SG,US
12769,DEV_12769,1012768,tablet,MacOS,v3.6,False,2024-05-03 07:31:40.479076,2026-04-10 07:31:40.479076,GB,US
12825,DEV_12825,6923,tablet,Windows,v4.7,False,2024-07-15 07:31:40.479076,2026-04-07 07:31:40.479076,SG,SG
12826,DEV_12826,7942,tablet,Windows,v4.6,False,2025-01-18 07:31:40.479076,2026-04-10 07:31:40.479076,AU,AU
12828,DEV_12828,1890,tablet,iOS,v1.2,False,2024-11-12 07:31:40.479076,2026-03-25 07:31:40.479076,IN,AU
12829,DEV_12829,9202,tablet,Android,v2.6,False,2024-10-04 07:31:40.479076,2026-04-07 07:31:40.479076,US,SG
12830,DEV_12830,4597,tablet,Android,v4.1,False,2025-05-03 07:31:40.479076,2026-04-16 07:31:40.479076,SG,IN
12831,DEV_12831,6105,mobile,Windows,v3.8,False,2024-04-18 07:31:40.479076,2026-04-17 07:31:40.479076,GB,AU
12832,DEV_12832,4353,desktop,Android,v2.3,False,2026-02-07 07:31:40.479076,2026-03-18 07:31:40.479076,IN,SG
12833,DEV_12833,571,desktop,Windows,v4.4,False,2024-08-03 07:31:40.479076,2026-04-16 07:31:40.479076,US,AU
12834,DEV_12834,9818,mobile,iOS,v3.5,False,2025-12-29 07:31:40.479076,2026-03-22 07:31:40.479076,AU,AU
12835,DEV_12835,556,desktop,MacOS,v4.2,False,2024-11-16 07:31:40.479076,2026-04-15 07:31:40.479076,IN,IN
12837,DEV_12837,8589,tablet,Windows,v4.1,False,2024-12-10 07:31:40.479076,2026-04-11 07:31:40.479076,AU,IN
12838,DEV_12838,3145,mobile,MacOS,v5.2,False,2024-08-30 07:31:40.479076,2026-03-30 07:31:40.479076,US,US
12839,DEV_12839,4746,mobile,MacOS,v1.6,False,2025-08-09 07:31:40.479076,2026-03-25 07:31:40.479076,IN,US
12840,DEV_12840,9695,mobile,Android,v5.8,False,2026-02-19 07:31:40.479076,2026-04-04 07:31:40.479076,US,US
12841,DEV_12841,9149,tablet,Windows,v4.8,False,2025-01-18 07:31:40.479076,2026-03-21 07:31:40.479076,AU,GB
12842,DEV_12842,7330,desktop,iOS,v5.4,False,2025-12-03 07:31:40.479076,2026-03-26 07:31:40.479076,IN,GB
12843,DEV_12843,5368,tablet,Windows,v4.9,False,2025-12-28 07:31:40.479076,2026-03-29 07:31:40.479076,AU,AU
12844,DEV_12844,5478,mobile,MacOS,v4.6,False,2025-12-19 07:31:40.479076,2026-04-07 07:31:40.479076,US,AU
12845,DEV_12845,5769,mobile,iOS,v1.2,False,2025-12-10 07:31:40.479076,2026-03-22 07:31:40.479076,IN,US
12846,DEV_12846,8666,desktop,iOS,v3.4,False,2025-07-15 07:31:40.479076,2026-04-04 07:31:40.479076,US,US
12847,DEV_12847,843,mobile,iOS,v3.3,False,2024-12-14 07:31:40.479076,2026-04-14 07:31:40.479076,IN,SG
12848,DEV_12848,7132,mobile,MacOS,v2.4,False,2025-04-13 07:31:40.479076,2026-03-23 07:31:40.479076,IN,AU
12849,DEV_12849,3694,tablet,Android,v1.9,False,2025-06-06 07:31:40.479076,2026-03-22 07:31:40.479076,US,GB
12850,DEV_12850,1651,desktop,iOS,v2.8,False,2025-02-25 07:31:40.479076,2026-03-19 07:31:40.479076,US,AU
12851,DEV_12851,6846,desktop,Android,v1.6,False,2026-02-23 07:31:40.479076,2026-03-20 07:31:40.479076,GB,US
12852,DEV_12852,7732,tablet,MacOS,v4.2,False,2025-07-26 07:31:40.479076,2026-04-01 07:31:40.479076,AU,SG
12853,DEV_12853,7805,mobile,Windows,v2.5,False,2025-02-20 07:31:40.479076,2026-03-23 07:31:40.479076,AU,SG
12854,DEV_12854,8667,mobile,Android,v3.9,False,2025-03-11 07:31:40.479076,2026-04-09 07:31:40.479076,SG,SG
12855,DEV_12855,3232,desktop,iOS,v5.6,True,2026-01-12 07:31:40.479076,2026-04-06 07:31:40.479076,SG,AU
12856,DEV_12856,153,tablet,Android,v4.0,False,2025-12-22 07:31:40.479076,2026-03-27 07:31:40.479076,AU,US
12857,DEV_12857,492,tablet,Windows,v3.3,False,2026-03-29 07:31:40.479076,2026-04-14 07:31:40.479076,US,SG
12858,DEV_12858,6030,desktop,Android,v1.6,False,2025-05-03 07:31:40.479076,2026-04-11 07:31:40.479076,IN,AU
12859,DEV_12859,9432,tablet,iOS,v1.1,False,2024-06-13 07:31:40.479076,2026-03-19 07:31:40.479076,AU,GB
12860,DEV_12860,6948,tablet,Windows,v1.9,False,2025-12-20 07:31:40.479076,2026-03-19 07:31:40.479076,GB,AU
12861,DEV_12861,4276,mobile,iOS,v4.6,False,2024-07-26 07:31:40.479076,2026-04-01 07:31:40.479076,AU,AU
12862,DEV_12862,8919,tablet,Windows,v5.0,False,2024-06-10 07:31:40.479076,2026-03-22 07:31:40.479076,IN,SG
12863,DEV_12863,2151,desktop,MacOS,v3.3,False,2024-12-26 07:31:40.479076,2026-04-01 07:31:40.479076,US,IN
12864,DEV_12864,8338,tablet,Windows,v2.9,False,2024-06-23 07:31:40.479076,2026-04-14 07:31:40.479076,AU,GB
12865,DEV_12865,9360,tablet,Windows,v1.9,False,2024-05-21 07:31:40.479076,2026-03-24 07:31:40.479076,AU,IN
12866,DEV_12866,5667,tablet,Windows,v5.4,False,2025-06-08 07:31:40.479076,2026-03-19 07:31:40.479076,IN,US
12867,DEV_12867,9870,desktop,iOS,v2.1,False,2025-12-20 07:31:40.479076,2026-03-28 07:31:40.479076,GB,AU
12868,DEV_12868,579,mobile,Android,v5.0,False,2025-10-18 07:31:40.479076,2026-04-11 07:31:40.479076,IN,AU
12869,DEV_12869,2481,tablet,Windows,v3.7,False,2025-12-14 07:31:40.479076,2026-04-07 07:31:40.479076,US,SG
12870,DEV_12870,166,desktop,MacOS,v2.8,False,2025-06-30 07:31:40.479076,2026-04-11 07:31:40.479076,SG,AU
12871,DEV_12871,6838,tablet,Windows,v1.7,False,2024-10-20 07:31:40.479076,2026-03-22 07:31:40.479076,IN,SG
12872,DEV_12872,2988,mobile,iOS,v2.4,False,2025-12-11 07:31:40.479076,2026-04-06 07:31:40.479076,US,US
12873,DEV_12873,6604,mobile,Windows,v3.1,False,2025-05-26 07:31:40.479076,2026-04-14 07:31:40.479076,GB,US
12874,DEV_12874,1817,tablet,Windows,v5.6,False,2025-06-25 07:31:40.479076,2026-03-19 07:31:40.479076,IN,IN
12875,DEV_12875,9303,desktop,iOS,v5.2,False,2025-09-21 07:31:40.479076,2026-03-22 07:31:40.479076,SG,AU
12876,DEV_12876,6716,desktop,iOS,v2.9,False,2024-04-21 07:31:40.479076,2026-03-21 07:31:40.479076,US,AU
12877,DEV_12877,9881,desktop,Windows,v2.6,False,2024-07-13 07:31:40.479076,2026-03-22 07:31:40.479076,GB,AU
12878,DEV_12878,8621,tablet,iOS,v1.7,True,2025-01-16 07:31:40.479076,2026-03-22 07:31:40.479076,GB,US
12879,DEV_12879,7422,desktop,iOS,v3.1,False,2025-09-11 07:31:40.479076,2026-04-08 07:31:40.479076,SG,SG
12880,DEV_12880,7129,desktop,iOS,v1.8,False,2024-04-30 07:31:40.479076,2026-03-28 07:31:40.479076,GB,IN
12881,DEV_12881,7134,mobile,Windows,v5.6,False,2026-03-11 07:31:40.479076,2026-03-31 07:31:40.479076,GB,SG
